id	x_spring	y_spring	z_spring	x_spectral	y_spectral	z_spectral	rwr_score_n	node_type_c	spectral_cluster_c	spectral_role_c	hub_score_n	bridge_score_spectral_n	peripheral_score_n	seed_score_spectral_n	eigenvector_centrality_spectral_n	hidef_primary_cluster_c	hidef_primary_size_n	hidef_primary_persistence_n	hidef_cluster_ids_a	hidef_cluster_sizes_a	hidef_top_persistence_n	hidef_n_communities_n	betweenness_centrality_n	eigenvector_centrality_n	clustering_coefficient_n	degree_n	degree_normalized_n	avg_shortest_path_n	fiedler_component_n	fiedler_partition_c	cocc_score_sum_normalized_n	cocc_perm_z_sum_normalized_n	cocc_perm_p_sum_normalized_n	cocc_pop_z_sum_normalized_n	cocc_pop_p_sum_normalized_n	cocc_significant_sum_normalized_c	cocc_score_raw_persistence_n	cocc_perm_z_raw_persistence_n	cocc_perm_p_raw_persistence_n	cocc_pop_z_raw_persistence_n	cocc_pop_p_raw_persistence_n	cocc_significant_raw_persistence_c	cocc_score_resolution_depth_n	cocc_perm_z_resolution_depth_n	cocc_perm_p_resolution_depth_n	cocc_pop_z_resolution_depth_n	cocc_pop_p_resolution_depth_n	cocc_significant_resolution_depth_c	cp_region_c	k_core_n	bridge_score_cp_n	in_seed_lcc_c	proteomics_enrichment_a	proteomics_significant_c	proteomics_best_term	proteomics_best_p_n	proteomics_n_sig_terms_n	neuropathic_pain_enrichment_a	neuropathic_pain_significant_c	neuropathic_pain_best_term	neuropathic_pain_best_p_n	neuropathic_pain_n_sig_terms_n	orphanet_enrichment_a	orphanet_significant_c	orphanet_best_term	orphanet_best_p_n	orphanet_n_sig_terms_n	omim_enrichment_a	omim_significant_c	omim_best_term	omim_best_p_n	omim_n_sig_terms_n	phenotypes_enrichment_a	phenotypes_significant_c	phenotypes_best_term	phenotypes_best_p_n	phenotypes_n_sig_terms_n	spatial_enrichment_a	spatial_significant_c	spatial_best_term	spatial_best_p_n	spatial_n_sig_terms_n	n_sig_analyses_n	any_sig_enrichment_c	is_drug_target_any_c	is_drug_target_disease_c	pain_phenotype_gene_c
UCP2	0.13458	0.106853	0.5	-0.99528	0.59571	0.5	0.0018878881	seed	0	Peripheral	0.0263848396	0.1839176975	0.947463398	0.6017521041	0.0009957737	8	40	15	8,2,0	40,390,1126	104	3	2.656395088962105e-05	0.0002865043	0.0549450549	14	0.0008210181	3.2641918659	0.0004669018	A	0.8588304843	-5.0583861504	0.9991507749	2.4352067697	0.078515625	no	0.5591636563	-9.5809150748	0.9991507749	1.6276781249	0.078515625	no	0.0249333333	0.0943314804	0.3427988032	-1.0384130658	0.8423177083	no	periphery	7	0.5	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Congenital atransferrinemia ORPHA:1195	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,generalized	yes	childhood absence	0.000277	3	nociception,neuropathic pain	yes	neuropathic pain	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_silent_nociceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ULBP3	-0.193104	-0.336709	0.5	-0.995075	0.595409	0.5	0.0001253007	neighbor	0	Peripheral	0.0309288926	0.0884074131	0.9388106504	0.0399387899	0.002855751	11	31	5	11,4,2,0	31,294,390,1126	104	4	0.000100843	0.0004977453	0.0183574879	46	0.0026976308	3.0375323296	0.0001117286	A	0.8173475783	-6.5570549995	0.9991507749	2.2691591036	0.078515625	no	0.57008867	-9.2649153845	0.9991507749	1.6828863923	0.078515625	no	0.0539111111	1.9093239153	0.017199484	-0.7800808849	0.8092447917	yes	periphery	7	0.875	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Loeys-Dietz syndrome ORPHA:60030	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Polyposis syndrome	yes	childhood absence	0.000277	4	nociception,neuraxial pain	yes	neuraxial pain	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
UPK2	-0.109565	-0.183236	0.5	-0.994926	0.595366	0.5	0.000164442	neighbor	0	Peripheral	0.1005420593	0.1192864272	0.8045191422	0.05241483	0.0068396448	4	294	10	4,2,0	294,390,1126	104	3	0.0004931989	0.0015072874	0.0209614946	133	0.0077996716	2.8420712948	5.051112638045125e-06	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	core	13	0.4642857143	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP22	-0.268499	0.02541	0.5	-0.995206	0.595785	0.5	8.425672062399894e-05	neighbor	1	Peripheral	0.0606108043	0.1005468235	0.8823256	0.0268562835	0.010103137	3	353	6	3,1,0	353,608,1126	104	3	0.0005030276	0.0034858794	0.0715189873	80	0.0046915318	2.7843067646	0.0007585257	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	intermediate	9	0.75	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP33	-0.185879	-0.080712	0.5	-0.995042	0.595547	0.5	0.0001167406	neighbor	0	Peripheral	0.1116915512	0.1173333742	0.78908757	0.0372103181	0.0224329825	1	608	22	1,0	608,1126	104	2	0.0001866173	0.0023499272	0.023222061	53	0.0031081398	2.8088200092	0.0005300348	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	core	13	0.2631578947	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP36	-0.437935	0.03907	0.5	-0.995181	0.595906	0.5	8.730962939906412e-05	neighbor	1	Peripheral	0.0581973053	0.0705926835	0.8868863676	0.0278293783	0.0140172913	3	353	6	3,1,0	353,608,1126	104	3	0.0002519149	0.0132654091	0.0820232399	77	0.0045155993	2.8075885773	0.0005491038	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	7	0.75	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP4	-0.262035	0.245895	0.5	-0.995197	0.59589	0.5	8.336461566278942e-05	neighbor	1	Peripheral	0.0885825895	0.1126289986	0.8306591313	0.0265719308	0.0191015572	3	353	6	3,1,0	353,608,1126	104	3	0.0002150435	0.0035910292	0.04342723	72	0.0042223786	2.8127491474	0.0009310374	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	intermediate	12	0.9285714286	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP5	-0.11639	0.128153	0.5	-0.995174	0.59584	0.5	0.0001565162	neighbor	1	Peripheral	0.0594069778	0.0587422753	0.8845829194	0.0498885327	0.0145124359	3	353	6	3,1,0	353,608,1126	104	3	0.0001798397	0.0035649414	0.073089701	43	0.0025216983	2.8646492958	0.0005656976	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	7	0.875	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
USP7	-0.272787	0.184924	0.5	-0.995114	0.595877	0.5	0.000115584	neighbor	1	Peripheral	0.3076650064	0.2642048267	0.4778682032	0.0368416362	0.0707857491	3	353	6	3,1,0	353,608,1126	104	3	0.0029922025	0.019839422	0.045097439	243	0.0142505278	2.5675580502	0.0015271726	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1777777778	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
UTRN	-0.440497	0.18716	0.5	-0.995263	0.596058	0.5	0.0001273104	neighbor	1	Peripheral	0.0713944081	0.2156056106	0.8619688296	0.0405793705	0.010840557	29	9	20	29,30,23,1,0	9,9,13,608,1126	104	5	0.0001037015	0.0016323579	0.1161440186	42	0.0024630542	2.9249355793	0.0009998225	A	0.7838088319	-7.7687221509	0.9991507749	2.1349102983	0.078515625	no	0.5722079912	-9.2036152442	0.9991507749	1.6935961323	0.078515625	no	0.0370666667	0.8542899692	0.1053708134	-0.9302463704	0.8138020833	no	periphery	8	0.4666666667	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Mantle cell lymphoma ORPHA:52416	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Myopathy with myalgia,increased serum creatine kinase	yes	Myopathy with myalgia	0.00359	5	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
VAMP2	-0.105421	-0.160031	0.5	-0.995156	0.595387	0.5	9.098253831904832e-05	neighbor	0	Peripheral	0.0631962961	0.0963835125	0.8771753336	0.0290000943	0.0087104084	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0001187311	0.0012208763	0.1276836158	60	0.0035186488	2.9211821556	0.0006037234	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	intermediate	12	0.9285714286	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	yes	no	yes
VAMP3	-0.101262	-0.057629	0.5	-0.995079	0.595249	0.5	8.736002300797883e-05	neighbor	0	Peripheral	0.1163803324	0.1280709764	0.7781536337	0.027845441	0.0133225862	6	75	55	6,4,2,0	75,294,390,1126	104	4	0.0006957445	0.0034632188	0.0499328859	150	0.0087966221	2.6927046776	0.0007160677	A	0.8249807692	-6.2812877858	0.9991507749	2.2997132199	0.078515625	no	0.5872534209	-8.7684349092	0.9991507749	1.7696264356	0.078515625	no	0.0489460317	1.5983414253	0.029622077	-0.8243437608	0.810546875	yes	core	13	0.2142857143	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Leukodystrophy	yes	childhood absence	0.000277	3	nociception,fibromyalgia	yes	fibromyalgia	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
VAPB	-0.164506	-0.052998	0.5	-0.995051	0.595589	0.5	7.456453838600731e-05	neighbor	0	Peripheral	0.1360090792	0.1255919391	0.7460930268	0.0237669632	0.0238080744	6	75	55	6,4,0	75,294,1126	104	3	0.0014398416	0.0048192299	0.0215628672	185	0.0108491673	2.696223259	0.0007416776	A	0.8818774929	-4.2257580363	0.9991507749	2.5274592745	0.0782552083	no	0.5429666119	-10.0494051968	0.9991507749	1.5458282728	0.078515625	no	0.0341269841	0.6701660653	0.1576454343	-0.9564531627	0.8161458333	no	core	13	0.1153846154	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Multiple mitochondrial dysfunctions syndrome type 5 ORPHA:569274	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000806	2	nociception,fibromyalgia	yes	fibromyalgia	9.63e-09	2	PENK+_nociceptors,Proprioceptors,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
VAV1	-0.251026	0.003262	0.5	-0.994878	0.595757	0.5	9.162300941731904e-05	neighbor	1	Peripheral	0.110153183	0.1277939103	0.7918142585	0.0292042403	0.0218032958	15	20	5	15,13,10,9,3,1,0	20,25,34,35,353,608,1126	104	7	7.95973847676997e-05	0.0021605469	0.0870827286	53	0.0031081398	2.8852334023	0.0002883696	A	0.7215485551	-10.0180230401	0.9991507749	1.8856950275	0.078515625	no	0.5829709907	-8.8923017216	0.9991507749	1.7479856799	0.078515625	no	0.1088063492	5.3476290406	0.0007332595	-0.2906987559	0.5109375	yes	core	13	0.2105263158	no	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Congenital non-communicating hydrocephalus ORPHA:269510,Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia ORPHA:632	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Visceral neuropathy,familial,Immunodeficiency (select examples)	yes	Immunodeficiency (select examples)	6.71e-05	6	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_C-LTMRs	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
VCP	-0.243462	0.073444	0.5	-0.995042	0.595858	0.5	0.0001554546	neighbor	1	Hub	0.5848860035	0.4008799363	0.1682328512	0.0495501559	0.1327866568	3	353	6	3,1,0	353,608,1126	104	3	0.0032579469	0.0349303234	0.0505240642	375	0.0219915552	2.3601922989	0.0017804558	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1149425287	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VEGFA	-0.3607	-0.118872	0.5	-0.995151	0.595627	0.5	0.0001239628	neighbor	1	Peripheral	0.0323438833	0.0709857491	0.9362667316	0.0395123459	0.0046604494	1	608	22	1,0	608,1126	104	2	5.677424222994846e-05	0.0009964334	0.0476190476	22	0.0012901712	3.0779380798	0.0003463366	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	6	0.7142857143	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	no	yes
VGF	-0.313717	-0.262653	0.5	-0.99547	0.596312	0.5	8.047726274945205e-05	neighbor	1	Peripheral	0.0175397761	0.0849639084	0.965074323	0.0256516058	0.0010518394	1	608	22	1,0	608,1126	104	2	6.539281380999674e-05	0.0001412926	0	19	0.0011142388	3.3639454842	0.0004557499	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	5	0.2	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VHL	-0.267315	0.105074	0.5	-0.995094	0.595824	0.5	0.0002557767	neighbor	1	Peripheral	0.2807196096	0.2101063463	0.5170668364	0.0815271513	0.0609819388	3	353	6	3,1,0	353,608,1126	104	3	0.0024932182	0.0161041362	0.0393783252	219	0.0128430683	2.5290288925	0.0013997986	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1590909091	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VIP	-0.332936	-0.107465	0.5	-0.995151	0.595891	0.5	0.0018969227	seed	1	Peripheral	0.035037888	0.0765953859	0.930796392	0.6046318172	0.0033121374	1	608	22	1,0	608,1126	104	2	5.513727978373795e-05	0.0004159447	0.021978022	14	0.0008210181	3.0790522099	0.0003095719	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	7	0.6666666667	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VIRMA	-0.202835	0.055159	0.5	-0.995032	0.596064	0.5	0.0002039695	neighbor	1	Peripheral	0.2239874406	0.1859472231	0.6014994481	0.0650139429	0.0512408969	3	353	6	3,1,0	353,608,1126	104	3	0.0008827429	0.0170231665	0.0356321391	227	0.0133122214	2.5908398628	0.0009303028	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1515151515	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VLDLR	-0.024396	0.521254	0.5	-0.995379	0.596267	0.5	0.0002029413	neighbor	1	Peripheral	0.010505369	0.3272034178	0.9790439925	0.0646862288	0.0006235326	1	608	22	1,0	608,1126	104	2	3.3345930814924984e-06	0.0002113835	0.0476190476	15	0.0008796622	3.2614355087	0.0001280429	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	3	0.3333333333	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
VSIG8	-0.431908	-0.127984	0.5	-0.995173	0.595898	0.5	0.0003472977	neighbor	1	Peripheral	0.0440697403	0.1541236741	0.9137879584	0.1106988895	0.008234579	1	608	22	1,0	608,1126	104	2	0.0004721586	0.0020282796	0.012987013	99	0.0058057706	2.8451209068	0.0003039587	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	7	0.625	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
