id	x_spring	y_spring	z_spring	x_spectral	y_spectral	z_spectral	rwr_score_n	node_type_c	spectral_cluster_c	spectral_role_c	hub_score_n	bridge_score_spectral_n	peripheral_score_n	seed_score_spectral_n	eigenvector_centrality_spectral_n	hidef_primary_cluster_c	hidef_primary_size_n	hidef_primary_persistence_n	hidef_cluster_ids_a	hidef_cluster_sizes_a	hidef_top_persistence_n	hidef_n_communities_n	betweenness_centrality_n	eigenvector_centrality_n	clustering_coefficient_n	degree_n	degree_normalized_n	avg_shortest_path_n	fiedler_component_n	fiedler_partition_c	cocc_score_sum_normalized_n	cocc_perm_z_sum_normalized_n	cocc_perm_p_sum_normalized_n	cocc_pop_z_sum_normalized_n	cocc_pop_p_sum_normalized_n	cocc_significant_sum_normalized_c	cocc_score_raw_persistence_n	cocc_perm_z_raw_persistence_n	cocc_perm_p_raw_persistence_n	cocc_pop_z_raw_persistence_n	cocc_pop_p_raw_persistence_n	cocc_significant_raw_persistence_c	cocc_score_resolution_depth_n	cocc_perm_z_resolution_depth_n	cocc_perm_p_resolution_depth_n	cocc_pop_z_resolution_depth_n	cocc_pop_p_resolution_depth_n	cocc_significant_resolution_depth_c	cp_region_c	k_core_n	bridge_score_cp_n	in_seed_lcc_c	proteomics_enrichment_a	proteomics_significant_c	proteomics_best_term	proteomics_best_p_n	proteomics_n_sig_terms_n	neuropathic_pain_enrichment_a	neuropathic_pain_significant_c	neuropathic_pain_best_term	neuropathic_pain_best_p_n	neuropathic_pain_n_sig_terms_n	orphanet_enrichment_a	orphanet_significant_c	orphanet_best_term	orphanet_best_p_n	orphanet_n_sig_terms_n	omim_enrichment_a	omim_significant_c	omim_best_term	omim_best_p_n	omim_n_sig_terms_n	phenotypes_enrichment_a	phenotypes_significant_c	phenotypes_best_term	phenotypes_best_p_n	phenotypes_n_sig_terms_n	spatial_enrichment_a	spatial_significant_c	spatial_best_term	spatial_best_p_n	spatial_n_sig_terms_n	n_sig_analyses_n	any_sig_enrichment_c	is_drug_target_any_c	is_drug_target_disease_c	pain_phenotype_gene_c
A2M	-0.159256	0.059774	0.5	-0.995088	0.595662	0.5	0.0001659441	neighbor	1	Peripheral	0.1116221457	0.1307820444	0.789015658	0.052893621	0.0199535481	12	28	17	12,8,1,0	28,40,608,1126	104	4	0.0021640469	0.0028330842	0.0114221725	95	0.005571194	2.7933967113	0.0007876841	A	0.7697891738	-8.2752157149	0.9991507749	2.0787924479	0.078515625	no	0.5753607006	-9.1124249528	0.9991507749	1.709527977	0.078515625	no	0.0388063492	0.9632531434	0.0905985788	-0.9147373832	0.8138020833	no	core	13	0.2857142857	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Congenital atransferrinemia ORPHA:1195,AApoAII amyloidosis ORPHA:238269	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	4	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,generalized	yes	generalized	0.0015	4	nociception,cancer pain,neuropathic pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Putative_silent_nociceptors,Ad_HTMRs	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ABCB1	-0.269964	-0.135039	0.5	-0.995101	0.595261	0.5	0.0018887982	seed	0	Peripheral	0.044010171	0.0846685525	0.913664694	0.6020421864	0.0057591707	4	294	10	4,2,0	294,390,1126	104	3	2.7400375928012862e-05	0.0005530857	0.0196078431	18	0.0010555947	3.1016302109	0.0003837887	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	10	0.6	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
ABCB9	-0.00654	-0.230988	0.5	-0.995127	0.595053	0.5	8.001387495401356e-05	neighbor	0	Peripheral	0.0359594754	0.1129484844	0.9288019301	0.0255039039	0.0024638501	4	294	10	4,2,0	294,390,1126	104	3	4.52350076658515e-05	0.0001829474	0.0256410256	27	0.001583392	3.2516419888	0.0002956526	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	9	0.7	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ABCC3	0.27973	-0.495059	0.5	-0.996053	0.596205	0.5	0.0018844773	seed	0	Peripheral	0.003197761	0.0383897396	0.9936069181	0.6006649358	8.33988080665903e-05	7	53	7	7,2,0	53,390,1126	104	3	0	8.066877523581886e-06	0	1	5.864414731409805e-05	3.9246423244	4.2269565814256144e-05	A	0.8609928775	-4.9802645435	0.9991507749	2.4438623914	0.0782552083	no	0.5581959496	-9.6089054281	0.9991507749	1.6227879337	0.078515625	no	0.0285650794	0.3218020484	0.256014601	-1.00603664	0.8294270833	no	periphery	1	1	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Dystonia	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ABCC4	-0.180536	-0.219044	0.5	-0.99481	0.595384	0.5	0.00190683	seed	0	Peripheral	0.0613805733	0.1188170732	0.8793729886	0.6077897085	0.0042906565	20	16	31	20,4,2,0	16,294,390,1126	104	4	8.799810752341436e-05	0.0003867021	0.036036036	37	0.0021698335	3.0792868137	-0.0001777486	B	0.8228425926	-6.358534513	0.9991507749	2.2911545321	0.078515625	no	0.5714679803	-9.225019632	0.9991507749	1.6898565743	0.078515625	no	0.0484825397	1.5693110906	0.0299280478	-0.8284757172	0.810546875	yes	core	13	0.1764705882	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,AGel amyloidosis ORPHA:85448	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter,Progressive familial heart block	yes	childhood absence	0.000277	4	nociception,cancer pain	yes	cancer pain	4.45e-07	2	PENK+_nociceptors,Proprioceptors,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
ABHD14A	-0.18198	-0.291052	0.5	-0.994936	0.594905	0.5	7.621665980478114e-05	neighbor	0	Peripheral	0.0484286813	0.098344968	0.9046226953	0.0242935662	0.0038912228	4	294	10	4,2,0	294,390,1126	104	3	5.2436445790416e-05	0.0005749312	0.0396135266	46	0.0026976308	3.0220501423	6.148445577650924e-06	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	11	0.6923076923	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACAD11	-0.138302	0.223588	0.5	-0.995167	0.595758	0.5	9.675457212273108e-05	neighbor	1	Peripheral	0.0418802973	0.1103505901	0.9179570774	0.0308398926	0.0073383935	1	608	22	1,0	608,1126	104	2	0.0003871048	0.0026755385	0.0090456807	67	0.0039291579	2.8304011822	0.0003889313	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	7	0.75	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACE	-0.46276	-0.254316	0.5	-0.994857	0.596023	0.5	0.0001938515	neighbor	0	Peripheral	0.0151973865	0.1481877256	0.9698285329	0.0617889022	0.002544075	0	1126	104	0	1126	104	1	1.1110095815728546e-05	0.0004009326	0.0666666667	6	0.0003518649	3.2638986111	-0.0002518613	B	1	0.0416990669	0.4237905233	3.0002797329	0.0380859375	yes	0.5123152709	-10.9359774742	0.9991507749	1.3909353383	0.12421875	no	0.0071428571	-1.0199561626	0.996569202	-1.1970122707	0.9220052083	no	periphery	3	0.6666666667	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy	yes	Epilepsy	0.0132	1	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors	yes	PENK+_nociceptors	5.09e-61	1	6	yes	yes	yes	yes
ACE2	-0.240375	0.107121	0.5	-0.99501	0.595854	0.5	0.000783537	neighbor	1	Peripheral	0.2548627269	0.2100680219	0.5547745957	0.2497473395	0.0565257311	3	353	6	3,1,0	353,608,1126	104	3	0.0033273455	0.0494710078	0.0771889401	280	0.0164203612	2.5723083019	0.000929497	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	17	0.1794871795	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACHE	-0.560712	0.057852	0.5	-0.995279	0.59611	0.5	0.0018852623	seed	1	Peripheral	0.0156098758	0.0441367087	0.9690183743	0.6009151398	0.0027129156	3	353	6	3,1,0	353,608,1126	104	3	1.606728591767595e-07	0.0004456896	0	3	0.0001759324	3.4782431126	0.0002280392	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	periphery	3	0.6666666667	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	yes	yes	yes
ACKR3	-0.331897	-0.344649	0.5	-0.995592	0.596214	0.5	0.0005743669	neighbor	0	Peripheral	0.0243272141	0.3627265906	0.9519058805	0.1830757164	0.0038300819	7	53	7	7,3,0	53,353,1126	104	3	5.985183875385573e-05	0.0002822954	0.2857142857	7	0.000410509	3.3217804432	0.0004826398	A	0.8315811966	-6.0428316163	0.9991507749	2.326133393	0.078515625	no	0.5231570881	-10.6223841943	0.9991507749	1.445723182	0.078515625	no	0.0696190476	2.8931738898	0.0048045444	-0.6400471829	0.7569010417	yes	periphery	4	0.8	no	female,male	yes	male	3.62e-22	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Glycogen storage disease due to liver glycogen phosphorylase deficiency ORPHA:369	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
ACP3	0.057926	-0.14149	0.5	-0.995145	0.595856	0.5	0.0018945044	seed	0	Peripheral	0.0243396136	0.0835127261	0.9517788955	0.6038609932	0.0026096446	12	28	17	12,8,0	28,40,1126	104	3	7.281650679120646e-05	0.001612094	0.0079016681	68	0.003987802	2.9605910778	0.0001914746	A	0.9818974359	-0.612299207	0.9991507749	2.9278188373	0.0763020833	no	0.5168866995	-10.8037515516	0.9991507749	1.4140365131	0.078515625	no	0.0118285714	-0.7264714087	0.908239089	-1.1552398891	0.9220052083	no	periphery	6	0.8333333333	yes	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Congenital atransferrinemia ORPHA:1195,AApoAII amyloidosis ORPHA:238269	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,generalized	yes	generalized	0.0015	3	nociception,neuropathic pain	yes	nociception	7.9e-06	1	PENK+_nociceptors,Putative_silent_nociceptors,Ad_HTMRs	yes	PENK+_nociceptors	5.09e-61	1	6	yes	yes	no	yes
ACTA2	-0.126599	-0.038574	0.5	-0.994303	0.595598	0.5	0.0001494165	neighbor	0	Peripheral	0.0523150091	0.0866604294	0.8974550966	0.0476255284	0.0054819793	28	10	7	28,2,0	10,390,1126	104	3	0.0030492962	0.0038937897	0.0120853859	175	0.0102627258	2.785538435	-0.0010174769	B	0.8666025641	-4.7776012446	0.9991507749	2.4663168301	0.0782552083	no	0.556877942	-9.647028036	0.9991507749	1.6161275375	0.078515625	no	0.0232761905	-0.0094619082	0.3797249296	-1.0531862252	0.8423177083	no	intermediate	9	0.6923076923	no	female	yes	female	1.01e-14	1	pain_upregulated,no_pain_upregulated	yes	pain_upregulated	4.8e-37	2	Alternating hemiplegia of childhood ORPHA:2131,Pycnodysostosis ORPHA:763	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Tuberous sclerosis	yes	childhood absence	0.000277	3	nociception,neuraxial pain	yes	neuraxial pain	4.45e-07	2	PENK+_nociceptors,Proprioceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
ACTB	-0.217866	0.094294	0.5	-0.99501	0.59599	0.5	0.0002718331	neighbor	1	Peripheral	0.364267444	0.2609414745	0.4013585097	0.0866450469	0.0853757398	28	10	7	28,3,1,0	10,353,608,1126	104	4	0.003044031	0.0181400694	0.0435151018	271	0.0158925639	2.4826412201	0.0011582546	A	0.7258625356	-9.8621702139	0.9991507749	1.9029630171	0.078515625	no	0.5803130816	-8.9691802034	0.9991507749	1.7345542497	0.078515625	no	0.0913079365	4.2516344853	0.0007939184	-0.4466942622	0.637109375	yes	core	17	0.1923076923	no	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Pycnodysostosis ORPHA:763	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Tuberous sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	4	nociception,cancer pain,neuraxial pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACTBL2	-0.143399	0.149691	0.5	-0.99512	0.595913	0.5	0.0006317619	neighbor	1	Peripheral	0.0842668221	0.0893413221	0.8385364114	0.2013699995	0.0161095093	28	10	7	28,3,1,0	10,353,608,1126	104	4	0.0006559247	0.005265323	0.0354955631	127	0.0074478067	2.7646024227	0.000545207	A	0.7258625356	-9.8621702139	0.9991507749	1.9029630171	0.078515625	no	0.5803130816	-8.9691802034	0.9991507749	1.7345542497	0.078515625	no	0.0913079365	4.2516344853	0.0007939184	-0.4466942622	0.637109375	yes	intermediate	12	0.8666666667	no	female,male	yes	male	5.03e-16	2	pain_upregulated,no_pain_upregulated	yes	no_pain_upregulated	3.06e-39	2	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Pycnodysostosis ORPHA:763	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Tuberous sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	4	nociception,cancer pain,neuraxial pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACTN1	-0.333199	0.073198	0.5	-0.995061	0.595861	0.5	0.0002469569	neighbor	1	Peripheral	0.185225074	0.1543997857	0.6635498123	0.0787159215	0.0415022006	3	353	6	3,1,0	353,608,1126	104	3	0.0003533824	0.0072207954	0.0470175439	76	0.0044569552	2.727363348	0.0009449442	A	0.7280769231	-9.782170189	0.9991507749	1.9118267613	0.078515625	no	0.5800372195	-8.9771593539	0.9991507749	1.7331602133	0.078515625	no	0.0899936508	4.1693155909	0.0017635693	-0.4584109058	0.6381510417	yes	core	16	0.2142857143	no	female,male	yes	male	5.03e-16	2	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	Frontotemporal dementia and/or amyotrophic lateral sclerosis	0.000456	3	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ACTN2	-0.295979	0.302041	0.5	-0.995267	0.595928	0.5	0.0001771444	neighbor	1	Peripheral	0.0427407481	0.1369234115	0.9160515131	0.0564636145	0.005239569	27	11	5	27,26,22,24,1,0	11,12,13,13,608,1126	104	6	0.0002931383	0.0019568553	0.0195804196	66	0.0038705137	2.9360778332	0.0007083993	A	0.7816324786	-7.8473481001	0.9991507749	2.1261987972	0.078515625	no	0.5719802956	-9.2102012097	0.9991507749	1.6924454991	0.078515625	no	0.0418730159	1.1553305637	0.0696819509	-0.8873985481	0.812109375	no	periphery	8	0.8	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Cranio-cervical dystonia with laryngeal and upper-limb involvement ORPHA:420485	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Developmental and epileptic encephalopathy,Intellectual developmental disorder,nonsyndromic	yes	nonsyndromic	0.00159	6	nociception,cancer pain,temporomandibular disorder	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADAM11	-0.285633	-0.260815	0.5	-0.995019	0.595242	0.5	0.0018919061	seed	0	Peripheral	0.0293500503	0.0579438451	0.9420034175	0.6030328098	0.0034350101	2	390	26	2,0	390,1126	104	2	2.1589930150959272e-05	0.0003786121	0.0142857143	21	0.0012315271	3.1162326336	7.533331897079374e-05	A	0.8703333333	-4.6428183142	0.9991507749	2.4812503432	0.0782552083	no	0.5566020799	-9.6550071865	0.9991507749	1.6147335011	0.078515625	no	0.0219619048	-0.0917808026	0.4257249189	-1.0649028688	0.84296875	no	periphery	7	1	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence	yes	childhood absence	0.000277	2	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADAM33	-0.054602	-0.268005	0.5	-0.994743	0.595436	0.5	0.0001127084	neighbor	0	Peripheral	0.0416922357	0.085089464	0.917443901	0.0359250801	0.0023593652	4	294	10	4,2,0	294,390,1126	104	3	0.000142058	0.0006431417	0.0139423077	65	0.0038118696	2.9797677994	-0.0004544598	B	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	10	0.5833333333	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADAMTSL4	-0.168202	0.125592	0.5	-0.995061	0.595761	0.5	0.0001880308	neighbor	1	Peripheral	0.223814733	0.2229026109	0.6003799799	0.0599335848	0.036464052	16	19	13	16,14,5,1,0	19,25,99,608,1126	104	5	0.0008970118	0.0074597959	0.0766666667	225	0.0131949331	2.6279029846	0.0012826555	A	0.7692310541	-8.2953791178	0.9991507749	2.076558408	0.078515625	no	0.5757723043	-9.1005195536	0.9991507749	1.7116079679	0.078515625	no	0.0510603175	1.7307674728	0.0242671419	-0.8054952471	0.810546875	yes	core	15	0.1333333333	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis,Developmental delay with short stature,dysmorphic facial features	yes	childhood absence	0.00498	5	nociception,cancer pain,musculoskeletal pain,neuropathic pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
ADCY1	-0.57974	0.714256	0.5	-0.996387	0.597505	0.5	0.0018853854	seed	1	Peripheral	0.0035317115	0.0406393386	0.9929430165	0.6009543876	0.0002200918	5	99	8	5,1,0	99,608,1126	104	3	0	1.3798834972363144e-05	0	1	5.864414731409805e-05	3.9084565639	0.0002953151	A	0.7719344729	-8.1977116702	0.9991507749	2.0873796457	0.078515625	no	0.5742222222	-9.1453547802	0.9991507749	1.7037748109	0.078515625	no	0.0446984127	1.3322963028	0.0522184221	-0.8622105945	0.810546875	no	periphery	1	0	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930,Self-improving collodion baby ORPHA:281122	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	3	Epilepsy,childhood absence,Frontotemporal dementia and/or amyotrophic lateral sclerosis	yes	childhood absence	0.00498	3	nociception,cancer pain,musculoskeletal pain	yes	nociception	7.9e-06	3	PENK+_nociceptors,Pruritogen_receptor_enriched,TRPA1+_nociceptors	yes	PENK+_nociceptors	5.09e-61	3	6	yes	no	no	yes
ADCY3	-0.122565	-0.234138	0.5	-0.995016	0.595371	0.5	0.0001021321	neighbor	0	Peripheral	0.0655683316	0.1207929601	0.8722480822	0.0325539604	0.0072303075	4	294	10	4,2,0	294,390,1126	104	3	4.308075509899784e-05	0.0005810689	0.0264270613	44	0.0025803425	3.0201148987	0.0002366436	A	0.8236866097	-6.3280423839	0.9991507749	2.2945329615	0.078515625	no	0.5694318555	-9.2839133619	0.9991507749	1.679567258	0.078515625	no	0.0480063492	1.5394854042	0.0302117175	-0.8327208779	0.810546875	yes	intermediate	12	0.6875	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	1	Epilepsy,childhood absence,Leukoencephalopathy with vanishing white matter	yes	childhood absence	0.000277	3	nociception	yes	nociception	7.9e-06	1	PENK+_nociceptors,Proprioceptors	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
ADCY5	-0.824068	0.095274	0.5	-0.996425	0.597452	0.5	0.0018870821	seed	1	Peripheral	0.0036984005	0.1025821801	0.9926116347	0.6014951943	0.0002883212	1	608	22	1,0	608,1126	104	2	0	1.8478939942492463e-05	0	1	5.864414731409805e-05	3.8925638199	0.0002361136	A	0.7872905983	-7.6429350419	0.9991507749	2.1488471035	0.078515625	no	0.570789272	-9.2446508753	0.9991507749	1.6864268022	0.078515625	no	0.0341206349	0.6697683895	0.1576570308	-0.9565097648	0.8161458333	no	periphery	1	0	no	female	yes	female	1.01e-14	1	pain_upregulated	yes	pain_upregulated	4.8e-37	1	Alternating hemiplegia of childhood ORPHA:2131,Herpes simplex virus encephalitis ORPHA:1930	yes	Alternating hemiplegia of childhood ORPHA:2131	1.34e-11	2	Epilepsy,childhood absence	yes	childhood absence	0.00498	2	nociception,cancer pain	yes	nociception	7.9e-06	2	PENK+_nociceptors,Pruritogen_receptor_enriched	yes	PENK+_nociceptors	5.09e-61	2	6	yes	no	no	yes
