source	target	sources	source_count_n
UBE2L3	HERC4	['BioGRID']	1
UBE2L3	BAG3	['BioGRID']	1
UBE2L3	RBX1	['BioGRID']	1
UBE2L3	NEDD4	['BioGRID']	1
UBE2L3	STUB1	['IntAct', 'BioGRID']	2
UBE2L3	TRAF6	['BioGRID']	1
SNAPIN	NECAB2	['IntAct', 'HuRI']	2
SNAPIN	DTNBP1	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
SNAPIN	KXD1	['BioPlex_293T', 'BioPlex_HCT116']	2
SNAPIN	BRK1	['BioPlex_293T']	1
SNAPIN	WASHC3	['IntAct', 'HuRI']	2
SNAPIN	ACTN2	['BioGRID']	1
SNAPIN	TRPV1	['BioGRID']	1
SLC12A5	NUFIP1	['BioPlex_293T']	1
SLC12A5	GPM6A	['BioPlex_293T']	1
SLC12A5	DGUOK	['BioPlex_293T']	1
HDAC4	YWHAQ	['BioPlex_293T', 'BioGRID']	2
HDAC4	YWHAG	['IntAct', 'BioPlex_293T', 'BioGRID', 'HuRI']	4
HDAC4	PRKN	['BioGRID']	1
HDAC4	CEP70	['IntAct', 'HuRI']	2
HDAC4	TLE5	['IntAct', 'HuRI']	2
HDAC4	PICK1	['IntAct', 'HuRI']	2
HDAC4	KRT40	['IntAct', 'HuRI']	2
HDAC4	HSF2BP	['IntAct', 'HuRI']	2
HDAC4	CEBPB	['BioGRID']	1
HDAC4	YWHAZ	['IntAct', 'BioPlex_293T', 'BioGRID']	3
HDAC4	RBBP4	['BioGRID']	1
HDAC4	ESR1	['BioGRID']	1
HDAC4	NCOR1	['BioGRID']	1
HDAC4	YWHAH	['BioPlex_293T', 'BioGRID']	2
HDAC4	KRT31	['IntAct', 'HuRI']	2
HDAC4	TRIM27	['IntAct', 'HuRI']	2
HDAC4	ELAVL1	['BioGRID']	1
HDAC4	SP1	['BioGRID']	1
HDAC4	YWHAB	['BioPlex_293T', 'BioGRID']	2
HDAC4	MAPK1	['BioGRID']	1
HDAC4	MTUS2	['IntAct', 'HuRI']	2
HDAC4	ZBTB16	['BioGRID']	1
HDAC4	MAPK3	['BioGRID']	1
HDAC4	GOLGA2	['IntAct']	1
HDAC4	SIRT1	['BioGRID']	1
HDAC4	YY1	['BioGRID']	1
HDAC4	NCOR2	['BioGRID']	1
HDAC4	YWHAE	['IntAct', 'BioGRID', 'HuRI']	3
HDAC4	GNB1	['BioGRID']	1
HDAC4	NR1H2	['BioGRID']	1
HDAC4	SMAD3	['BioGRID']	1
HDAC4	GRIPAP1	['IntAct']	1
HDAC4	KRT34	['IntAct', 'HuRI']	2
NMU	APP	['BioPlex_HCT116']	1
NMU	VIP	['BioPlex_HCT116']	1
NMU	CHRNA4	['BioPlex_293T']	1
NMU	NOTCH2NLC	['IntAct']	1
NMU	NOTCH2NLA	['IntAct', 'HuRI']	2
NMU	KRT34	['IntAct', 'HuRI']	2
NMU	GAL	['BioPlex_HCT116']	1
NMU	BRICD5	['BioPlex_HCT116']	1
NMU	PTGS1	['IntAct']	1
NMU	NMUR2	['BioGRID']	1
NMU	KRTAP12-3	['IntAct', 'HuRI']	2
NMU	TNFSF8	['BioPlex_HCT116']	1
NMU	CEACAM8	['BioPlex_293T']	1
NMU	SFTPC	['BioPlex_HCT116']	1
NMU	CYSRT1	['IntAct']	1
NMU	TMEM106A	['BioPlex_293T', 'BioPlex_HCT116']	2
NMU	KLK6	['IntAct']	1
NMU	CSTL1	['BioPlex_293T']	1
NMU	PRG2	['BioPlex_HCT116']	1
NMU	GINM1	['BioPlex_293T']	1
NMU	LEP	['BioPlex_HCT116']	1
NMU	DCDC2	['IntAct', 'HuRI']	2
HACD2	BSCL2	['BioPlex_293T']	1
HACD2	ATP2A3	['BioPlex_293T', 'BioPlex_HCT116']	2
HACD2	CASP6	['BioPlex_293T']	1
HACD2	CREB3L1	['IntAct', 'HuRI']	2
HACD2	TTYH1	['BioPlex_293T']	1
HACD2	GPR182	['BioPlex_293T']	1
HACD2	TMX2	['IntAct', 'HuRI']	2
HACD2	SLC22A4	['BioPlex_293T']	1
HACD2	SLC39A4	['BioPlex_293T']	1
HACD2	SPPL2B	['BioPlex_293T']	1
HACD2	APLNR	['BioPlex_293T']	1
HACD2	OPRL1	['BioPlex_293T']	1
HACD2	ATP13A3	['BioPlex_293T']	1
HACD2	KCNA2	['BioPlex_293T']	1
HACD2	PTH2R	['BioPlex_293T']	1
HACD2	FAM209A	['IntAct', 'HuRI']	2
HACD2	TACR1	['BioPlex_293T']	1
HACD2	ADCY8	['BioPlex_293T']	1
NOX1	FBXW7	['BioGRID']	1
NOX1	NOXA1	['BioGRID']	1
NOX1	TBXA2R	['IntAct']	1
NOX1	PPP2R3B	['BioPlex_293T']	1
TRPM8	TRPM4	['BioPlex_293T']	1
TRPM8	PCNX3	['BioPlex_293T']	1
TRPM8	STX5	['BioPlex_293T']	1
TRPM8	CKAP2	['BioPlex_293T']	1
TRPM8	KCNJ11	['BioPlex_293T']	1
TRPM8	TRIM4	['BioGRID']	1
MEIS2	PMP22	['IntAct']	1
MEIS2	ADRA2C	['IntAct', 'HuRI']	2
MEIS2	LMX1B	['BioPlex_293T']	1
MEIS2	ANXA1	['HuRI']	1
MEIS2	KRTAP10-8	['IntAct', 'HuRI']	2
MEIS2	TIMM10B	['IntAct', 'HuRI']	2
GABRB3	UBQLN1	['BioGRID']	1
GABRB3	CHRNA4	['BioPlex_293T']	1
GABRB3	CHRNB4	['BioPlex_293T']	1
GABRB3	GLRA3	['BioPlex_293T']	1
GABRB3	AKAP5	['BioGRID']	1
GABRB3	GABRA1	['IntAct']	1
EFHC1	TRAF2	['IntAct', 'HuRI']	2
EFHC1	TLE5	['IntAct', 'HuRI']	2
EFHC1	KLF11	['IntAct']	1
EFHC1	LMO2	['IntAct', 'HuRI']	2
EFHC1	REL	['IntAct', 'HuRI']	2
EFHC1	TRIP6	['IntAct']	1
EFHC1	GOLGA2	['IntAct']	1
EFHC1	TCF4	['IntAct', 'HuRI']	2
EFHC1	FMR1	['IntAct', 'HuRI']	2
EFHC1	TRPM2	['BioGRID']	1
KRAS	APP	['IntAct', 'BioGRID']	2
KRAS	RAF1	['IntAct', 'BioGRID']	2
KRAS	NEDD4	['BioGRID']	1
KRAS	EGFR	['BioGRID']	1
KRAS	YWHAZ	['BioGRID']	1
KRAS	CTNNB1	['BioGRID']	1
KRAS	YWHAB	['BioGRID']	1
KRAS	YWHAE	['BioGRID']	1
KRAS	DLG1	['BioGRID']	1
KRAS	HSP90AB1	['BioGRID']	1
KRAS	IGF1R	['BioGRID']	1
KRAS	TRAF7	['BioGRID']	1
KRAS	BRAF	['BioPlex_293T', 'BioGRID']	2
KRAS	KPNA2	['BioGRID']	1
KRAS	MAP2K1	['BioGRID']	1
KRAS	HRAS	['BioGRID']	1
KRAS	PIK3CG	['BioGRID']	1
KRAS	PIP5K1A	['IntAct', 'BioGRID']	2
KRAS	ARF1	['BioGRID']	1
KRAS	PIK3CA	['BioGRID']	1
NF1	APP	['IntAct']	1
NF1	YWHAG	['BioGRID']	1
NF1	SPRED1	['IntAct', 'BioGRID']	2
NF1	VCP	['BioGRID']	1
NF1	EGFR	['BioGRID']	1
NF1	YWHAZ	['BioGRID']	1
NF1	YWHAH	['BioPlex_293T', 'BioGRID']	2
NF1	EFNB1	['BioPlex_293T']	1
NF1	YWHAB	['BioGRID']	1
NF1	YWHAE	['BioGRID']	1
NF1	HRAS	['IntAct', 'BioGRID']	2
NF1	GYPA	['BioPlex_293T']	1
NF1	P4HA3	['BioPlex_293T']	1
NF1	LCK	['BioGRID']	1
IL1R1	TOLLIP	['BioGRID']	1
IL1R1	IRAK1	['BioGRID']	1
IL1R1	MFAP3	['BioPlex_293T']	1
IL1R1	PIK3R1	['BioGRID']	1
IL1R1	TUBB8	['BioPlex_293T']	1
IL1R1	TRAF6	['IntAct', 'BioGRID']	2
IL1R1	BMPR1A	['BioPlex_293T']	1
IL1R1	IL1RAP	['IntAct', 'BioGRID']	2
IL1R1	TNFRSF10B	['BioPlex_293T']	1
IL1R1	MYD88	['BioGRID']	1
SLC39A4	CISD2	['BioPlex_293T']	1
SLC39A4	CKAP4	['BioPlex_HCT116']	1
SLC39A4	SLC4A2	['BioPlex_HCT116']	1
SLC39A4	FFAR1	['BioPlex_HCT116']	1
SLC39A4	GPRC5C	['BioPlex_293T']	1
SLC39A4	TMEM106A	['BioPlex_HCT116']	1
SLC39A4	EFNB1	['BioPlex_293T']	1
SLC39A4	SIDT2	['BioPlex_293T']	1
SLC39A4	UBAC2	['BioPlex_HCT116']	1
SLC39A4	SFTPC	['BioPlex_HCT116']	1
SLC39A4	FITM2	['BioPlex_293T']	1
SLC39A4	C1orf43	['BioPlex_293T']	1
SLC39A4	GOLM1	['BioPlex_293T', 'BioPlex_HCT116']	2
SLC39A4	GPR89A	['BioPlex_293T']	1
SLC39A4	SPPL2B	['BioPlex_HCT116']	1
SLC39A4	GJA1	['BioPlex_293T']	1
SLC39A4	OMA1	['BioPlex_293T']	1
SLC39A4	LEMD2	['BioPlex_293T', 'BioPlex_HCT116']	2
SLC39A4	C5AR1	['BioPlex_HCT116']	1
SLC39A4	MGST3	['BioPlex_HCT116']	1
SLC39A4	FAAH	['BioPlex_HCT116']	1
SLC39A4	TMEM87A	['BioPlex_HCT116']	1
SLC39A4	ATP2B4	['BioPlex_293T']	1
SLC39A4	TMEM63B	['BioPlex_293T', 'BioPlex_HCT116']	2
SLC39A4	P2RY2	['BioPlex_HCT116']	1
SLC39A4	ATP13A3	['BioPlex_HCT116']	1
SLC39A4	TMEM201	['BioPlex_HCT116']	1
SLC39A4	FUT8	['BioPlex_293T', 'BioPlex_HCT116']	2
SLC39A4	TMEM120B	['BioPlex_293T', 'BioPlex_HCT116']	2
LONP2	PRKN	['BioGRID']	1
LONP2	LY86	['BioPlex_293T']	1
LONP2	OS9	['BioPlex_293T', 'BioGRID']	2
LONP2	PEX5	['BioGRID']	1
LONP2	RNF181	['BioPlex_293T']	1
LONP2	IL17A	['BioPlex_293T', 'BioPlex_HCT116']	2
TIMM8B	TIMM13	['BioGRID']	1
TIMM8B	PDYN	['BioPlex_293T']	1
GRM4	CD99L2	['BioPlex_293T']	1
GRM4	GRM7	['BioPlex_293T']	1
IL17RA	PDGFRA	['BioPlex_HCT116']	1
IL17RA	PRG2	['BioPlex_HCT116']	1
IL17RA	LGI1	['BioPlex_293T']	1
IL17RA	LY86	['BioPlex_HCT116']	1
IL17RA	FBXO2	['BioPlex_293T', 'BioPlex_HCT116']	2
IL17RA	TMX2	['BioPlex_293T']	1
IL17RA	GPIHBP1	['BioPlex_HCT116']	1
IL17RA	ACAD11	['BioPlex_293T']	1
IL17RA	CBLN4	['BioPlex_HCT116']	1
IL17RA	C1orf43	['BioPlex_293T']	1
IL17RA	TRAF6	['BioGRID']	1
IL17RA	SDF2L1	['BioPlex_HCT116']	1
IL17RA	PDE3B	['BioPlex_293T']	1
IL17RA	C2CD2L	['BioPlex_293T']	1
IL17RA	STX5	['BioPlex_293T']	1
IL17RA	ANKLE2	['BioPlex_293T']	1
IL17RA	IL17A	['BioPlex_HCT116']	1
IL17RA	TAOK2	['BioPlex_293T']	1
IL17RA	USP33	['BioPlex_293T']	1
IL17RA	TMEM87A	['BioPlex_HCT116']	1
ABCB9	TTYH1	['BioPlex_293T']	1
ABCB9	GRIN2A	['BioPlex_293T']	1
ABCB9	TTMP	['BioPlex_293T']	1
ABCB9	KCNA2	['BioPlex_293T']	1
ABCB9	RXFP1	['BioPlex_293T']	1
ABCB9	ATP2B2	['BioPlex_293T']	1
ABCB9	CNGA3	['BioPlex_293T']	1
ABCB9	GRIN3B	['BioPlex_293T']	1
ABCB9	PIK3CA	['BioPlex_293T']	1
ABCB9	TLR9	['BioPlex_293T']	1
PIGR	ARMC6	['BioPlex_HCT116']	1
PIGR	ATP11C	['BioPlex_293T']	1
PIGR	GNG8	['BioPlex_293T']	1
PIGR	TMEM237	['BioPlex_293T']	1
PIGR	SCAMP2	['BioPlex_HCT116']	1
PIGR	LRRC8E	['BioPlex_HCT116']	1
PIGR	LGALS1	['BioPlex_293T']	1
PIGR	KLK10	['BioPlex_HCT116']	1
PIGR	NOX4	['BioPlex_293T']	1
PIGR	NPB	['BioPlex_293T']	1
MAP3K7	TRAF2	['BioGRID']	1
MAP3K7	PRKN	['BioGRID']	1
MAP3K7	STUB1	['BioGRID']	1
MAP3K7	UBC	['IntAct', 'BioGRID']	2
MAP3K7	CDC37	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	4
MAP3K7	LY86	['BioPlex_293T']	1
MAP3K7	IRAK1	['BioGRID']	1
MAP3K7	YWHAH	['BioPlex_293T']	1
MAP3K7	MAPK8	['BioGRID']	1
MAP3K7	KCNE3	['BioPlex_293T']	1
MAP3K7	IKBKG	['BioGRID']	1
MAP3K7	TNFRSF1B	['BioPlex_293T']	1
MAP3K7	YWHAE	['BioGRID']	1
MAP3K7	TLR3	['BioGRID']	1
MAP3K7	TH	['BioPlex_293T']	1
MAP3K7	RACK1	['BioGRID']	1
MAP3K7	HSP90AB1	['BioGRID']	1
MAP3K7	STAT3	['IntAct', 'BioGRID']	2
MAP3K7	TGFBR1	['BioGRID']	1
MAP3K7	HSP90AA1	['IntAct', 'BioGRID']	2
MAP3K7	TRAF6	['IntAct', 'BioGRID']	2
MAP3K7	NDFIP1	['BioGRID']	1
MAP3K7	IKBKB	['IntAct', 'BioGRID']	2
MAP3K7	TNFRSF1A	['BioGRID']	1
MAP3K7	EZR	['BioGRID']	1
MAP3K7	CHUK	['IntAct', 'BioGRID']	2
MAP3K7	TNF	['BioGRID']	1
MAP3K7	CYLD	['BioGRID']	1
MAP3K7	TRAF3	['BioGRID']	1
MAP3K7	USP4	['BioGRID']	1
NDN	WFS1	['IntAct']	1
NDN	TP53	['IntAct', 'BioGRID']	2
NDN	HTT	['IntAct']	1
NDN	DTNBP1	['BioGRID', 'HuRI']	2
NDN	EGFR	['IntAct']	1
NDN	PPIA	['BioGRID']	1
NDN	HSPB1	['IntAct']	1
NDN	NCL	['IntAct']	1
NDN	GOLGA2	['BioGRID']	1
NDN	P4HA3	['BioGRID']	1
NDN	NGFR	['BioGRID']	1
NDN	SIRT1	['BioGRID']	1
NDN	LEPR	['BioGRID']	1
PER2	TP53	['BioGRID']	1
PER2	APPBP2	['BioPlex_293T']	1
PER2	JUN	['BioPlex_293T']	1
PER2	ACAD11	['BioPlex_293T']	1
PER2	PER1	['IntAct', 'HuRI']	2
PER2	GOLGA3	['BioPlex_293T']	1
PER2	CSNK1E	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
PER2	CSNK1D	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
PER2	PIP5K1A	['BioPlex_293T']	1
PER2	MDM2	['BioGRID']	1
PER2	FBXW11	['BioPlex_293T', 'BioGRID']	2
PER2	WASHC3	['BioPlex_293T']	1
LAMP2	ADAMTSL4	['IntAct']	1
LAMP2	COL2A1	['IntAct']	1
LAMP2	JAK1	['BioPlex_293T']	1
LAMP2	TP53	['IntAct']	1
LAMP2	RELA	['IntAct']	1
LAMP2	TGM1	['IntAct']	1
LAMP2	CASP6	['IntAct']	1
LAMP2	EP300	['BioGRID']	1
LAMP2	STK39	['BioPlex_293T']	1
LAMP2	LGALS9	['BioGRID']	1
LAMP2	MYC	['IntAct']	1
LAMP2	TAFAZZIN	['BioPlex_293T']	1
LAMP2	SNCA	['IntAct']	1
LAMP2	CYP2S1	['BioPlex_293T']	1
LAMP2	PPARA	['IntAct']	1
LAMP2	RBBP4	['IntAct']	1
LAMP2	NEK6	['BioPlex_293T']	1
LAMP2	TRIM23	['IntAct']	1
LAMP2	CDC23	['IntAct']	1
LAMP2	CD4	['IntAct']	1
LAMP2	CANX	['BioGRID']	1
LAMP2	LGALS9C	['IntAct']	1
LAMP2	KCTD17	['IntAct']	1
LAMP2	TTYH1	['IntAct']	1
LAMP2	PTGDS	['IntAct']	1
LAMP2	LYN	['BioGRID']	1
LAMP2	NR2F2	['BioPlex_293T']	1
LAMP2	FYN	['IntAct']	1
LAMP2	UCHL1	['IntAct', 'BioGRID']	2
LAMP2	HSPA8	['BioGRID']	1
LAMP2	CTNNB1	['IntAct']	1
LAMP2	LGALS1	['BioPlex_293T']	1
GLRX3	ADAMTSL4	['HuRI']	1
GLRX3	LNX1	['IntAct', 'HuRI']	2
GLRX3	PRKN	['BioGRID']	1
GLRX3	TLE5	['IntAct']	1
GLRX3	MDFI	['IntAct']	1
GLRX3	NOTCH2NLA	['IntAct', 'HuRI']	2
GLRX3	KRT31	['IntAct', 'HuRI']	2
GLRX3	ZNF410	['IntAct', 'HuRI']	2
GLRX3	KCTD17	['BioPlex_HCT116']	1
GLRX3	KRTAP10-8	['IntAct', 'HuRI']	2
GLRX3	KRTAP12-3	['IntAct', 'HuRI']	2
GLRX3	KPRP	['IntAct', 'HuRI']	2
GLRX3	NTF4	['IntAct', 'HuRI']	2
GLRX3	RGS20	['IntAct', 'BioPlex_293T', 'BioPlex_HCT116', 'BioGRID', 'HuRI']	5
GLRX3	TCF4	['IntAct', 'HuRI']	2
GLRX3	IL10	['IntAct', 'HuRI']	2
TLR9	SNX14	['BioPlex_293T']	1
TLR9	CNPY3	['BioPlex_293T']	1
TLR9	PDZD8	['BioPlex_293T']	1
TLR9	HSPA5	['BioPlex_293T']	1
TLR9	PDE3B	['BioPlex_293T']	1
TLR9	TMEM63B	['BioPlex_293T']	1
TLR9	DIPK1A	['BioPlex_293T']	1
TLR9	DNAJC18	['BioPlex_293T']	1
TLR9	ADCY3	['BioPlex_293T']	1
TLR9	TNFAIP3	['BioGRID']	1
TLR9	MYD88	['BioGRID']	1
EFNB2	EIF2B2	['BioPlex_293T']	1
EFNB2	EFNB1	['BioPlex_293T']	1
EFNB2	TM9SF3	['BioPlex_293T']	1
EFNB2	ATP2B2	['BioPlex_293T']	1
EFNB2	EIF2B4	['BioPlex_293T']	1
KRTAP12-3	ADAMTSL4	['IntAct', 'HuRI']	2
KRTAP12-3	LNX1	['IntAct', 'HuRI']	2
KRTAP12-3	NOTCH2NLC	['IntAct']	1
KRTAP12-3	MEOX2	['HuRI']	1
KRTAP12-3	KRTAP10-7	['IntAct', 'HuRI']	2
KRTAP12-3	CYSRT1	['IntAct']	1
KRTAP12-3	NOTCH2NLA	['HuRI']	1
KRTAP12-3	SLC15A2	['IntAct', 'HuRI']	2
KRTAP12-3	KRTAP10-8	['IntAct', 'HuRI']	2
KRTAP12-3	KPRP	['IntAct', 'HuRI']	2
KRTAP12-3	YY1	['IntAct', 'HuRI']	2
KRTAP12-3	P2RX4	['IntAct', 'HuRI']	2
KRTAP12-3	ITGB4	['IntAct', 'HuRI']	2
KRTAP12-3	P4HB	['IntAct', 'HuRI']	2
KRTAP12-3	HOXA1	['IntAct', 'HuRI']	2
KRTAP12-3	PTGDS	['IntAct', 'HuRI']	2
GAPDHS	SPG21	['BioPlex_293T']	1
GAPDHS	GRIA1	['BioPlex_293T']	1
GAPDHS	TRIP6	['BioPlex_293T']	1
GAPDHS	H1-4	['BioPlex_HCT116']	1
GAPDHS	CDA	['BioPlex_HCT116']	1
GAPDHS	GAPDH	['IntAct', 'BioPlex_293T']	2
GAPDHS	ICA1	['BioPlex_HCT116']	1
GAPDHS	MGST3	['BioPlex_293T']	1
GAPDHS	PROK2	['BioPlex_HCT116']	1
GAPDHS	GLRB	['BioPlex_293T']	1
GAPDHS	PDYN	['BioPlex_HCT116']	1
STUB1	SRC	['BioGRID']	1
STUB1	CISD2	['IntAct']	1
STUB1	DNAJC5	['BioGRID']	1
STUB1	WFS1	['IntAct']	1
STUB1	JAK1	['BioGRID']	1
STUB1	TP53	['BioGRID']	1
STUB1	MAPT	['IntAct', 'BioGRID']	2
STUB1	TRAF2	['BioGRID']	1
STUB1	PRKN	['IntAct', 'BioGRID']	2
STUB1	CCNF	['BioGRID']	1
STUB1	ATXN1	['BioGRID']	1
STUB1	LMNA	['IntAct']	1
STUB1	SPRED1	['IntAct']	1
STUB1	FBXO2	['BioGRID']	1
STUB1	HSPA8	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
STUB1	EGFR	['IntAct', 'BioGRID']	2
STUB1	IRAK1	['BioGRID']	1
STUB1	SMAD3	['BioGRID']	1
STUB1	NCAM1	['IntAct']	1
STUB1	COMT	['IntAct']	1
STUB1	CASP6	['BioGRID']	1
STUB1	CDC37	['BioGRID']	1
STUB1	BACE1	['BioGRID']	1
STUB1	DMWD	['IntAct']	1
STUB1	GAL	['IntAct']	1
STUB1	ESR1	['BioGRID']	1
STUB1	S100A2	['BioGRID']	1
STUB1	UBC	['BioGRID']	1
STUB1	ACE2	['BioGRID']	1
STUB1	VCP	['BioGRID']	1
STUB1	HTT	['IntAct']	1
STUB1	SOD1	['BioGRID']	1
STUB1	HSPB1	['IntAct']	1
STUB1	LRP1	['IntAct']	1
STUB1	RAF1	['IntAct', 'BioGRID']	2
STUB1	UBE2D2	['IntAct', 'BioGRID']	2
STUB1	PRKACA	['IntAct', 'BioGRID']	2
STUB1	ADCY3	['BioPlex_HCT116']	1
STUB1	ERBB2	['BioGRID']	1
STUB1	RFFL	['BioGRID']	1
STUB1	TRAF6	['BioGRID']	1
STUB1	NOS1	['BioGRID']	1
STUB1	CUL3	['BioGRID']	1
STUB1	FADD	['BioGRID']	1
STUB1	TRIM68	['BioPlex_HCT116']	1
STUB1	CTNNB1	['BioGRID']	1
STUB1	HSP90AB1	['IntAct', 'BioGRID']	2
STUB1	HSPA1B	['IntAct', 'BioPlex_HCT116', 'BioGRID']	3
STUB1	A2M	['IntAct']	1
STUB1	CTBP2	['BioGRID']	1
STUB1	AKT1	['IntAct', 'BioGRID']	2
STUB1	IRF1	['BioGRID']	1
STUB1	MYC	['BioGRID']	1
STUB1	PIK3R1	['IntAct']	1
STUB1	UBE2D1	['BioGRID']	1
STUB1	SQSTM1	['IntAct']	1
STUB1	RUNX1	['BioGRID']	1
STUB1	BSCL2	['IntAct']	1
STUB1	HSP90AA1	['IntAct', 'BioGRID']	2
STUB1	FGFR3	['BioGRID']	1
STUB1	FYN	['IntAct']	1
STUB1	NGFR	['IntAct']	1
STUB1	RNF149	['BioGRID']	1
STUB1	SNCA	['IntAct', 'BioGRID']	2
STUB1	BAG3	['IntAct', 'BioGRID']	2
UBR3	GLRA2	['BioPlex_293T']	1
UBR3	TMEM87A	['BioPlex_293T', 'BioPlex_HCT116']	2
UBR3	VIP	['BioPlex_HCT116']	1
PSEN1	APP	['IntAct', 'BioGRID']	2
PSEN1	UBQLN1	['IntAct', 'BioGRID']	2
PSEN1	UBC	['BioGRID']	1
PSEN1	CDC37	['BioGRID']	1
PSEN1	CTNNB1	['BioGRID']	1
PSEN1	BCL2	['BioGRID']	1
PSEN1	KCNIP3	['BioGRID']	1
PSEN1	GFAP	['BioGRID']	1
PSEN1	PSMA5	['BioGRID']	1
PSEN1	TGFBR1	['BioGRID']	1
PSEN1	SPPL2B	['BioPlex_293T', 'BioPlex_HCT116']	2
PSEN1	NOTCH1	['BioGRID']	1
PSEN1	CDH1	['IntAct', 'BioGRID']	2
PSEN1	FMR1	['IntAct']	1
PSEN1	FTL	['IntAct']	1
PSEN1	BACE1	['IntAct']	1
PSEN1	TRAF6	['BioGRID']	1
PSEN1	SYNGR1	['BioPlex_HCT116']	1
PSEN1	AP2B1	['IntAct']	1
PTAFR	CLTC	['BioGRID']	1
PTAFR	EIF2B2	['BioPlex_HCT116']	1
PTAFR	TMEM259	['BioPlex_HCT116']	1
PTAFR	ATP13A1	['BioPlex_HCT116']	1
PTAFR	GPRC5C	['BioPlex_HCT116']	1
PTAFR	YIPF3	['BioPlex_HCT116']	1
PTAFR	SCAMP2	['BioPlex_HCT116']	1
PTAFR	ATP1A3	['BioPlex_HCT116']	1
PTAFR	PRNP	['BioGRID']	1
PTAFR	ATP12A	['BioPlex_HCT116']	1
PTAFR	TM9SF4	['BioPlex_HCT116']	1
PTAFR	KIAA2013	['BioPlex_HCT116']	1
PTAFR	ATE1	['BioPlex_HCT116']	1
PTAFR	ARRB1	['BioGRID']	1
PTAFR	EIF2B5	['BioPlex_HCT116']	1
PTAFR	EIF2B4	['BioPlex_HCT116']	1
PTAFR	GOLGA5	['BioPlex_HCT116']	1
PTAFR	TBL2	['BioPlex_HCT116']	1
NR2F6	CDH1	['BioPlex_293T']	1
NR2F6	NR2F2	['IntAct', 'BioPlex_293T', 'BioGRID']	3
NR2F6	GPM6A	['BioPlex_293T']	1
NR2F6	RXRG	['BioPlex_293T']	1
NR2F6	APLNR	['BioPlex_293T']	1
TAC1	BAG6	['BioGRID']	1
TAC1	TACR1	['BioGRID']	1
TAC1	TACR2	['BioGRID']	1
PKMYT1	RETREG3	['IntAct', 'HuRI']	2
PKMYT1	PRG2	['BioPlex_HCT116']	1
PKMYT1	EEF1AKMT3	['BioPlex_HCT116']	1
PKMYT1	ZDHHC12	['BioPlex_293T']	1
PKMYT1	MAPK8	['BioGRID']	1
PKMYT1	FATE1	['IntAct', 'HuRI']	2
PKMYT1	TMEM106A	['BioPlex_HCT116']	1
PKMYT1	BCL2	['BioPlex_HCT116']	1
PKMYT1	CD3E	['IntAct', 'HuRI']	2
PKMYT1	TMX2	['IntAct', 'HuRI']	2
PKMYT1	KCNE3	['BioPlex_293T']	1
PKMYT1	PIGH	['BioPlex_HCT116']	1
PKMYT1	PIN1	['BioGRID']	1
PKMYT1	CD79A	['IntAct', 'HuRI']	2
PKMYT1	ACTA2	['BioPlex_293T']	1
PKMYT1	MAPK10	['BioGRID']	1
PKMYT1	OR6T1	['BioPlex_293T']	1
PKMYT1	CHRNA7	['BioPlex_293T']	1
PKMYT1	IL4R	['BioPlex_293T']	1
LGALS9	FN1	['BioPlex_293T']	1
LGALS9	NHERF2	['BioPlex_293T']	1
LGALS9	TRPM4	['BioPlex_HCT116']	1
LGALS9	SLC12A6	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
LGALS9	LGALS8	['BioPlex_HCT116']	1
LGALS9	SLC12A7	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9	ATP2B4	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9	NTSR1	['BioPlex_HCT116']	1
LGALS9	LGALS9C	['BioPlex_HCT116']	1
LGALS9	ATG9A	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
LGALS9	SLC6A6	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9	TMEM63B	['BioPlex_HCT116']	1
LGALS9	SORL1	['BioPlex_293T']	1
LGALS9	LAMB1	['BioPlex_293T']	1
LGALS9	LAMA4	['BioPlex_293T']	1
LGALS9	ATP13A3	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9	SLC30A1	['BioPlex_HCT116', 'BioGRID']	2
LGALS9	MAN2B1	['BioPlex_293T']	1
LGALS9	LGALS9B	['BioPlex_293T', 'BioPlex_HCT116']	2
LGALS9	SLC12A2	['BioPlex_293T', 'BioPlex_HCT116', 'BioGRID']	3
LGALS9	LNPEP	['BioPlex_293T']	1
LGALS9	LGALS3	['BioPlex_293T']	1
LGALS9	MFAP3	['BioPlex_293T']	1
LGALS9	PTPN11	['BioPlex_293T', 'BioGRID']	2
LGALS9	ABCC4	['BioPlex_HCT116']	1
LGALS9	CTNNB1	['BioGRID']	1
KPNA2	FN1	['BioGRID']	1
KPNA2	HDAC1	['BioGRID']	1
KPNA2	BRCA1	['IntAct', 'BioGRID']	2
KPNA2	PRKN	['BioGRID']	1
KPNA2	ANLN	['BioGRID']	1
